Results Scores for CC,Ground Truth Labels
0.314,35.272727966308594
0.2646,21.801105499267575
0.6812,74.33939361572266
0.5552,61.16666793823242
0.644,67.97814178466797
0.6797,72.10493469238281
0.4424,43.118919372558594
0.6968,73.48558044433594
0.2974,29.58285713195801
0.4604,47.324607849121094
0.4849,52.7378044128418
0.7197,75.18231964111328
0.6768,80.36180877685547
0.6211,76.11827850341797
0.6167,78.10382843017578
0.4812,68.42105102539061
0.5239,63.58064651489258
0.4944,41.68098068237305
0.6338,65.55113983154297
0.4998,58.39534759521485
0.7573,80.93641662597656
0.4546,60.01604461669922
0.4946,57.0113639831543
0.6416,66.69590759277344
0.5742,67.52352905273439
0.7349,81.47026824951172
0.7788,84.81382751464844
0.752,78.13612365722656
0.6201,57.85492324829102
0.7583,73.0687484741211
0.5215,68.80863952636719
0.168,8.203390121459961
0.438,49.40828323364258
0.479,63.0476188659668
0.4043,45.30319213867188
0.49,56.1933708190918
0.3984,48.5157241821289
0.4224,60.94623565673828
0.3391,42.76506042480469
0.499,66.68156433105469
0.6777,74.6289291381836
0.4382,50.95082092285156
0.3503,31.49740982055664
0.4658,48.28421020507813
0.5278,59.98837280273438
0.7314,65.45500183105469
0.4758,65.49342346191406
0.2878,38.48947525024414
0.6987,71.00568389892578
0.3965,53.30188751220703
0.5024,58.1581916809082
0.3718,40.12834167480469
0.8257,81.83815002441406
0.7598,79.83333587646484
0.5947,74.90697479248047
0.3901,42.33529281616211
0.4973,48.85628890991211
0.748,69.87766265869139
0.7778,78.33333587646484
0.4688,45.80813980102539
0.6719,71.1657485961914
0.5205,61.49473571777344
0.2673,32.322032928466804
0.4817,50.58709716796875
0.3196,31.7702693939209
0.469,46.46590805053711
0.4629,55.99390411376953
0.6826,70.65802764892578
0.2656,21.14285659790039
0.3574,26.202247619628906
0.1801,16.134502410888672
0.6279,63.76243209838867
0.5752,64.51807403564453
0.2739,31.45578193664551
0.387,49.64052200317383
0.3313,43.95973205566406
0.4487,43.53845977783203
0.4675,45.50909042358398
0.4907,49.17142868041992
0.7158,73.94554138183594
0.252,35.379310607910156
0.396,43.01935577392578
0.5132,59.36463928222656
0.6558,66.99447631835939
0.2627,27.83888816833496
0.3462,53.7757568359375
0.6079,71.36363983154297
0.246,30.724720001220703
0.1174,6.520709991455077
0.2268,15.647398948669435
0.4688,71.8013687133789
0.2101,12.562873840332033
0.3916,54.19371795654297
0.4458,16.601264953613278
0.7227,77.07865142822266
0.2532,19.491525650024414
0.5962,63.54320907592773
0.1738,19.803571701049805
0.2529,19.553672790527344
0.2644,23.05847930908203
0.2678,52.13855361938477
0.468,60.04320907592773
0.1957,15.5828218460083
0.5039,55.03157806396485
0.2133,9.208333015441896
0.2157,9.82758617401123
0.3584,34.94413375854492
0.0536,6.224242210388184
0.125,9.909677505493164
0.084,3.4200000762939453
0.603,68.11167144775389
0.4128,38.18435668945313
0.2461,14.96236515045166
0.1094,8.477777481079103
0.1667,4.865030765533447
0.1351,7.078534126281737
0.1037,10.44186019897461
0.2358,18.596153259277344
0.343,40.07471084594727
0.3313,37.33898162841797
0.225,27.853403091430664
0.6245,60.09756088256836
0.2903,29.475675582885746
0.6709,49.12727355957031
0.7144,66.79032135009766
0.1317,12.55621337890625
0.6841,77.82758331298828
0.3557,37.25396728515625
0.2661,25.23783874511719
0.4221,43.70270156860352
0.1302,9.738853454589844
0.3623,27.660818099975586
0.1884,30.16265106201172
0.3325,48.02000045776367
0.1829,4.846153736114502
0.4934,77.7459487915039
0.2172,5.277777671813965
0.3044,17.487499237060547
0.2031,4.3439154624938965
0.217,19.17368507385254
0.2781,17.02298927307129
0.3105,48.20454406738281
0.4795,45.56896591186523
0.245,18.006061553955078
0.75,72.44381713867188
0.7031,61.93292617797852
0.3979,53.83060073852539
0.5801,57.9261360168457
0.7905,86.34693908691406
0.3967,46.41340637207031
0.3364,31.83333396911621
0.7617,88.34078216552734
0.731,90.24468231201172
0.7271,66.53704071044922
0.4907,46.4240837097168
0.7866,82.61289978027344
0.6401,62.10880661010742
0.6045,80.69938659667969
0.3291,27.96410179138184
0.2438,23.538461685180664
0.3213,30.73714256286621
0.5708,36.96296310424805
0.291,45.52381134033203
0.3267,31.5
0.6665,83.47976684570312
0.8115,77.48663330078125
0.2445,46.875
0.4329,45.3351936340332
0.3511,23.6467399597168
0.4546,19.644067764282227
0.1545,4.3081393241882315
0.7168,54.4259262084961
0.7246,76.9039535522461
0.52,43.986488342285156
0.7163,69.42327880859375
0.7451,83.92121124267578
0.6519,69.28651428222656
0.7446,59.8291130065918
0.157,5.658682823181152
0.7241,72.9521255493164
0.7173,69.40000152587889
0.7217,69.53374481201172
0.6392,76.98445892333984
0.5259,64.50279235839844
0.7603,79.50292205810547
0.752,81.5852279663086
0.5347,57.52542495727539
0.3127,25.7738094329834
0.7578,60.6301383972168
0.834,83.8452377319336
0.2542,44.14285659790039
0.6538,64.96195983886719
0.8071,87.3710708618164
0.6621,65.60326385498047
0.7715,76.21788024902344
0.7827,75.47093200683594
0.3247,48.16766357421875
0.6523,72.92105102539062
0.7539,74.39751434326172
0.4966,65.47959136962889
0.7583,77.17837524414062
0.7915,82.07344818115234
0.668,76.25627899169922
0.7642,85.52409362792969
0.814,83.41573333740234
0.7104,80.33333587646484
0.8242,87.5820083618164
0.7476,73.54010772705078
0.2394,12.796406745910645
0.8042,82.56321716308594
0.8013,84.78060913085938
0.77,83.62129974365234
0.8145,91.07804870605469
0.6724,78.0243911743164
0.7241,81.5521469116211
0.7393,80.93406677246094
0.8252,92.43195343017578
0.7944,88.9175796508789
0.4675,49.651161193847656
0.7515,77.06593322753906
0.7935,82.97590637207031
0.8115,90.5497055053711
0.7388,83.40972137451172
0.4673,41.33124923706055
0.582,36.81564331054688
0.7065,74.51724243164062
0.6831,71.68156433105469
0.5234,60.13142776489258
0.5796,79.39490509033203
0.7544,66.10674285888672
0.5503,77.43781280517578
0.7881,79.61421203613281
0.6909,68.54838562011719
0.3589,24.514123916625977
0.4634,61.05555725097656
0.6255,69.61538696289061
0.1196,9.551546096801758
0.3728,64.28221130371094
0.1536,8.722513198852539
0.244,21.4946231842041
0.1346,21.192771911621094
0.3289,40.70769119262695
0.8237,85.97714233398438
0.5103,71.49214935302734
0.7905,83.36309814453125
0.7285,74.68789672851562
0.6016,59.9360466003418
0.7275,76.80422973632812
0.6797,64.61026000976561
0.5864,37.022857666015625
0.1757,25.471590042114254
0.2192,32.456375122070305
0.1202,16.026845932006836
0.0643,14.30508518218994
0.2013,21.77011489868164
0.1503,8.275509834289549
0.7979,78.33135986328125
0.4683,50.97575759887695
0.2527,24.93684196472168
0.2151,13.028902053833008
0.1984,12.899371147155762
0.3655,44.46927261352539
0.7856,76.10945129394531
0.7739,82.4784927368164
0.7021,68.98113250732422
0.2705,26.605262756347656
0.7739,77.35761260986328
0.5068,36.23952102661133
0.4321,34.94610595703125
0.2976,21.72251319885254
0.5693,66.66477203369139
0.4917,59.1761360168457
0.5786,61.68041229248047
0.2197,21.768211364746094
0.4463,26.23888969421387
0.3389,22.70760154724121
0.5308,71.32737731933594
0.5513,63.480224609375
0.5312,72.78865814208984
0.2976,28.704402923583984
0.8306,91.43617248535156
0.4092,34.787097930908196
0.7178,70.65644073486328
0.5215,60.78494644165039
0.7109,79.59259033203125
0.7461,80.98170471191406
0.7622,84.0810775756836
0.6831,70.60773468017578
0.2908,26.64285659790039
0.7412,83.67955780029297
0.6133,65.00592041015625
0.7764,80.07691955566406
0.2998,20.834285736083984
0.6489,79.08092498779297
0.7778,76.66190338134766
0.3645,49.20512771606445
0.6719,74.94381713867188
0.729,67.91011047363281
0.4607,27.134714126586914
0.6064,66.28160858154297
0.5566,45.92307662963867
0.7041,80.21052551269531
0.6855,80.69523620605469
0.6484,57.977272033691406
0.3787,23.300546646118164
0.2654,12.04433536529541
0.2622,28.77560997009277
0.2998,34.41860580444336
0.2422,14.216049194335938
0.3647,26.29608917236328
0.1414,6.524861812591553
0.2588,37.12994384765625
0.4658,37.401100158691406
0.7529,87.84782409667969
0.6782,72.2598876953125
0.688,61.5
0.5757,65.08333587646484
0.5381,43.27363204956055
0.7236,83.54497528076172
0.7554,83.4624252319336
0.3413,29.473373413085934
0.3269,27.88888931274414
0.707,72.9259262084961
0.4753,50.29411697387695
0.3701,52.10285568237305
0.2345,28.175825119018555
0.6948,62.9435043334961
0.6938,72.0462417602539
0.728,75.06024169921875
0.6572,61.16560363769531
0.3157,45.46875
0.3611,43.43169403076172
0.4844,56.13496780395508
0.6025,57.71779251098633
0.5122,51.658958435058594
0.644,73.9627685546875
0.667,70.70621490478516
0.2683,22.01298713684082
0.7378,78.7081069946289
0.626,67.17610168457031
0.522,58.02209854125977
0.6724,70.3687515258789
0.6685,63.87026977539063
0.2007,13.971097946166992
0.5781,73.24210357666016
0.7412,77.42603302001953
0.5361,61.42499923706055
0.5415,70.28658294677734
0.3374,38.39881134033203
0.6831,75.54087829589844
0.6792,67.47252655029297
0.688,77.2460708618164
0.7383,78.0250015258789
0.6875,70.69999694824219
0.7456,73.375
0.6499,69.12643432617189
0.769,75.86904907226562
0.7031,74.64881134033203
0.7314,81.85204315185547
0.7056,75.15458679199219
0.2186,10.176795959472656
0.4814,47.33124923706055
0.5142,49.0994758605957
0.5244,57.721923828125
0.6616,58.99397659301758
0.5005,38.56321716308594
0.4939,50.35087585449219
0.5513,59.43195343017578
0.5264,60.24590301513672
0.7114,73.18032836914062
0.6797,71.83245849609375
0.6826,70.52146911621094
0.6855,76.47126770019531
0.7993,79.494384765625
0.4922,49.39204406738281
0.6797,67.61499786376953
0.5723,61.88372039794922
0.5908,60.54716873168945
0.645,53.637428283691406
0.4465,62.25257873535156
0.3716,34.291927337646484
0.5913,70.29545593261719
0.6895,74.02515411376953
0.7124,77.45061492919922
0.2769,24.203821182250977
0.2537,25.43712615966797
0.6855,74.46236419677734
0.7217,75.98255920410156
0.2874,42.4226188659668
0.5151,58.79792785644531
0.5195,62.79558181762695
0.3743,54.6184196472168
0.7598,77.42774200439453
0.3372,32.62777709960937
0.5996,64.98837280273439
0.4458,49.87301635742188
0.4966,44.6875
0.0826,4.807453632354736
0.5361,61.92683029174805
0.7563,78.84242248535156
0.624,63.64072036743164
0.6758,71.81547546386719
0.6699,69.37823486328125
0.5527,72.84285736083984
0.7969,65.03947448730469
0.7891,80.55208587646484
0.5024,68.91428375244139
0.7876,80.10055541992188
0.6934,68.85443115234375
0.5596,73.30813598632812
0.7192,69.61349487304689
0.478,56.69590759277344
0.7231,74.22563934326172
0.75,66.94285583496094
0.4829,44.95480346679688
0.709,49.45180892944336
0.7446,65.36419677734375
0.7065,56.37055969238281
0.6572,44.68000030517578
0.7915,74.81920623779297
0.7246,46.78362655639648
0.3948,34.975902557373054
0.5532,61.10118865966797
0.769,81.03665161132812
0.5718,54.803466796875
0.6709,78.51265716552734
0.8438,86.2127685546875
0.4141,37.42512130737305
0.6973,58.94709014892578
0.52,46.76922988891602
0.7095,65.46067047119139
0.7383,83.43169403076172
0.5879,61.02030563354492
0.6807,65.44970703125
0.6396,50.83060073852539
0.5,49.06707382202149
0.5503,56.5121955871582
0.4351,53.557472229003906
0.3799,40.67222213745117
0.3479,30.4891300201416
0.6172,64.32121276855469
0.7012,62.35028076171875
0.7314,66.21428680419922
0.6802,63.14594650268555
0.5898,57.84276580810547
0.5869,56.15730285644531
0.4707,46.67045593261719
0.4414,54.17435836791992
0.7925,75.87434387207031
0.4517,38.099998474121094
0.7051,58.80952453613281
0.6128,63.96045303344727
0.689,65.63472747802734
0.4602,29.967914581298828
0.4951,42.43975830078125
0.6353,62.96175003051758
0.4707,55.14881134033203
0.7402,73.86701965332031
0.5903,51.308570861816406
0.7041,72.6464614868164
0.4246,42.77083206176758
0.6997,72.03048706054688
0.6919,72.5155258178711
0.7124,79.93888854980469
0.748,76.16265106201172
0.79,81.51612854003906
0.7529,72.7566146850586
0.5957,67.45604705810547
0.7266,77.55487823486328
0.6558,69.78804016113281
0.7314,75.75843048095703
0.5962,67.50526428222656
0.6797,75.58247375488281
0.4419,48.91525268554688
0.3193,21.87628936767578
0.5918,59.66071319580078
0.4939,56.14285659790039
0.4744,75.9277114868164
0.4958,25.928571701049805
0.7168,73.31210327148438
0.752,82.30220031738281
0.8403,80.48351287841797
0.73,61.07368469238281
0.5122,37.76020431518555
0.6245,57.85628890991211
0.7891,81.21875
0.6973,72.06024169921875
0.5054,57.32748413085938
0.5229,54.61999893188477
0.6313,72.48912811279297
0.7285,77.24752807617188
0.5396,64.23295593261719
0.5786,39.62658309936523
0.5166,49.44444274902344
0.5718,60.21656036376953
0.6357,55.38372039794922
0.7051,61.21857833862305
0.7734,73.0
0.793,83.11640167236328
0.6382,66.67469787597656
0.7217,76.0810775756836
0.6113,68.56424713134766
0.4353,39.39196014404297
0.5903,49.32748413085938
0.5283,56.73298263549805
0.728,84.04402160644531
0.7373,58.77070236206055
0.7354,66.0
0.6289,75.25287628173828
0.7456,74.747314453125
0.7627,82.20468139648438
0.5469,66.61111450195311
0.5938,70.63186645507812
0.6489,71.27545166015625
0.4382,61.932960510253906
0.2607,26.6610164642334
0.5371,59.6363639831543
0.4998,52.19473648071289
0.6704,65.28426361083984
0.7378,70.26704406738281
0.7466,78.18563079833984
0.7637,83.375
0.7725,82.31288146972656
0.5962,72.83333587646484
0.6006,49.95679092407226
0.6338,80.18343353271484
0.5142,53.87878799438477
0.752,73.06217956542969
