Results Scores for CC,Ground Truth Labels
-0.5306423306465149,2.47
-0.5568838715553284,2.1
-0.5980685949325562,2.2
-0.5276164412498474,3.67
-0.6239427328109741,2.47
-0.6723706126213074,1.9
-0.7403386831283569,1.4
-0.7884436249732971,1.13
-0.5468788146972656,3.67
-0.4819815158843994,3.84
-0.3959490358829498,4.63
-0.42036303877830505,4.4
-0.5605029463768005,3.67
-0.0,4.77
-0.3353227972984314,4.3
-0.5340516567230225,2.5
-0.7013956904411316,1.57
-0.7814338803291321,1.2
-0.4169731140136719,3.57
-0.5757588148117065,2.43
-0.7183156609535217,1.5
-0.7554569244384766,1.43
-0.7770634293556213,1.2
-0.0,4.7
-0.401854932308197,4.17
-0.5509272813796997,2.63
-0.6232093572616577,1.93
-0.706142008304596,1.6
-0.3938839435577393,4.33
-0.5338338017463684,3.07
-0.6252915263175964,2.37
-0.6613449454307556,1.97
-0.7215810418128967,1.67
-0.4520684480667114,3.7
-0.5955519676208496,1.83
-0.6161922216415405,1.93
-0.6479073762893677,1.43
-0.6720698475837708,1.47
-0.3667863607406616,4.37
-0.39308300614357,4.43
-0.4481572210788727,3.83
-0.5087382197380066,3.47
-0.6010056138038635,2.73
-0.474420577287674,2.7
-0.5261014699935913,2.63
-0.5453872084617615,2.7
-0.558596134185791,2.57
-0.5775831341743469,2.16
-0.0,4.7
-0.4796288907527924,3.43
-0.5591582655906677,3.13
-0.6442922949790955,2.33
-0.6879635453224182,1.83
-0.34035083651542664,4.6
-0.4740667641162872,4.4
-0.5209944844245911,4.07
-0.659162700176239,1.73
-0.764886200428009,1.23
-0.4005933701992035,4.27
-0.4164171814918518,4.1
-0.4582584500312805,3.87
-0.6146380305290222,1.87
-0.6985620260238647,1.23
-0.3955704569816589,3.63
-0.4606345891952514,3.57
-0.5004839897155762,3.03
-0.5430030226707458,2.4
-0.5940741300582886,2.3
-0.3059915900230408,4.33
-0.456328958272934,3.27
-0.5140625834465027,3.2
-0.5659342408180237,2.5
-0.6044069528579712,2.2
-0.28817808628082275,3.43
-0.4432145059108734,2.83
-0.5137014389038086,2.73
-0.5678749084472656,2.2
-0.59861820936203,1.87
-0.2967163622379303,4.53
-0.4220537543296814,3.23
-0.4871175289154053,2.83
-0.5532591938972473,2.4
-0.6272885799407959,2.1
-0.5191489458084106,3.8
-0.6076518297195435,2.7
-0.6498482823371887,2.23
-0.7031837701797485,1.67
-0.7367070317268372,1.27
-0.30257895588874817,4.57
-0.38356757164001465,4.47
-0.4965942203998566,3.83
-0.6181585192680359,2.73
-0.7152344584465027,2.03
-0.2500245273113251,4.53
-0.3130761682987213,4.6
-0.3986651301383972,3.97
-0.5176137685775757,3.4
-0.7024914026260376,1.97
-0.4322852790355681,4.27
-0.30728963017463684,4.63
-0.0,4.87
-0.3260476589202881,4.57
-0.4324084520339966,3.63
-0.3347280025482178,4.33
-0.40508416295051575,3.9
-0.5102295279502869,3.03
-0.6744509935379028,1.6
-0.741118848323822,1.33
-0.3845020532608032,4.6
-0.5019813179969788,4.1
-0.4961449503898621,4.1
-0.5128539204597473,3.6
-0.5359783768653871,4.1
-0.5028403401374817,4.4
-0.5396279692649841,3.17
-0.5481215119361877,3.03
-0.5601232051849365,2.93
-0.6985546946525574,1.27
-0.35086238384246826,4.17
-0.4040531516075134,3.68
-0.4627001583576202,3.6
-0.5036754012107849,3.37
-0.5625557899475098,2.9
-0.4355126917362213,2.27
-0.4967146217823029,2.37
-0.5281661152839661,1.87
-0.5924493074417114,2.23
-0.6382295489311218,2.2
-0.5418351888656616,3.77
-0.6234991550445557,2.6
-0.6632171869277954,2.0
-0.7191715240478516,1.67
-0.7573845982551575,1.5
-0.5456763505935669,3.61
-0.4816270172595978,3.73
-0.4030005931854248,3.9
-0.41819828748703,4.23
-0.5407070517539978,3.43
-0.0,4.6
-0.3469558954238892,4.47
-0.5398617386817932,2.83
-0.6744674444198608,1.7
-0.7503980994224548,1.17
-0.4324223101139069,3.67
-0.5744577646255493,2.63
-0.695127010345459,1.57
-0.7318807244300842,1.33
-0.7478563189506531,1.37
-0.0,4.47
-0.4014749825000763,3.9
-0.5337868332862854,2.68
-0.6320152282714844,1.87
-0.6862325072288513,1.53
-0.4448503851890564,4.57
-0.5226086378097534,3.0
-0.5963101387023926,1.77
-0.6289703249931335,1.57
-0.6739485859870911,1.53
-0.4102012515068054,4.23
-0.5192675590515137,2.27
-0.5775707960128784,1.83
-0.5993820428848267,1.67
-0.6022634506225586,1.63
-0.3523344695568085,4.33
-0.3764309883117676,4.37
-0.4060603082180023,4.27
-0.4636759757995606,3.63
-0.5211094021797179,2.9
-0.4910147190093994,2.57
-0.5446718335151672,2.33
-0.5657510161399841,2.1
-0.579845130443573,2.23
-0.6154289841651917,2.23
-0.0,4.73
-0.4657875001430512,3.37
-0.5450973510742188,2.77
-0.6528220772743225,1.63
-0.6934207677841187,1.7
-0.4229757487773895,4.3
-0.5468211174011229,2.6
-0.5837764739990234,2.37
-0.6795300841331482,1.57
-0.7491810321807861,1.23
-0.40665847063064575,4.43
-0.4218050837516785,4.4
-0.4657225012779236,4.3
-0.6103692650794983,2.47
-0.6839690804481506,1.27
-0.3127591907978058,4.4
-0.3658442795276642,4.23
-0.4017318189144135,3.83
-0.4405839145183563,3.33
-0.4970935583114624,2.53
-0.2573036551475525,4.53
-0.35930871963500977,4.43
-0.40693199634552,4.06
-0.4662863314151764,3.03
-0.5018731355667114,2.8
-0.2589203417301178,3.47
-0.3588871657848358,2.63
-0.4162360429763794,2.3
-0.4769631624221802,2.07
-0.5203316211700441,2.07
-0.19968117773532867,4.37
-0.2662295401096344,4.37
-0.3055513501167297,4.47
-0.3501630127429962,4.2
-0.4240365028381348,3.61
-0.5232644081115723,3.5
-0.5939143300056458,2.7
-0.6165439486503601,2.17
-0.6477227210998535,1.87
-0.6678302884101868,1.47
-0.30184656381607056,4.43
-0.3781163692474365,4.37
-0.4745905697345734,3.67
-0.5709118843078613,3.1
-0.6597789525985718,2.27
-0.25470736622810364,4.5
-0.3200380504131317,4.47
-0.4101235270500183,3.53
-0.5401349067687988,2.7
-0.7135457396507263,1.3
-0.3431008756160736,4.4
-0.2715110778808594,4.47
-0.0,4.37
-0.3876459002494812,4.0
-0.5233961343765259,2.77
-0.3197271823883057,4.03
-0.3942851126194,3.53
-0.4714296758174896,3.13
-0.6045705676078796,2.0
-0.681915819644928,1.23
-0.35362547636032104,4.47
-0.3991580903530121,4.53
-0.446573942899704,4.4
-0.4747859835624695,4.43
-0.5184400677680969,3.97
-0.5033840537071228,4.17
-0.5245668888092041,3.7
-0.5297128558158875,3.4
-0.5482585430145264,3.27
-0.6686201691627502,1.4
-0.3372362554073334,4.3
-0.37342900037765503,4.53
-0.4098364412784576,4.07
-0.4651638567447662,4.03
-0.4393194317817688,4.17
-0.4273627996444702,2.33
-0.5003814697265625,2.1
-0.5507272481918335,1.87
-0.5655807256698608,1.8
-0.5807285904884338,1.8
-0.5295910835266113,3.07
-0.609183132648468,1.9
-0.6511321067810059,1.77
-0.7077763676643372,1.23
-0.7433308959007263,1.2
-0.5710916519165039,2.9
-0.4980694055557251,3.5
-0.4117306172847748,4.0
-0.42524999380111694,4.23
-0.5409023165702821,3.6
-0.0,4.7
-0.30199795961380005,4.33
-0.4504946172237396,3.43
-0.5770003795623779,2.13
-0.6558808088302612,1.53
-0.3647560775279999,4.13
-0.4803457558155061,3.6
-0.5914019346237183,2.13
-0.6283425092697144,1.57
-0.650347888469696,1.63
-0.0,4.47
-0.3537846207618713,4.27
-0.4492570459842682,3.27
-0.484126329421997,2.9
-0.5715596079826355,2.17
-0.3785466253757477,4.6
-0.5697498321533203,2.27
-0.600253701210022,2.1
-0.6227352023124695,2.27
-0.6856124997138977,1.77
-0.25158438086509705,4.43
-0.4508155286312103,3.13
-0.492018312215805,2.2
-0.5140593051910399,1.8
-0.5188905000686646,1.8
-0.4130631387233734,4.4
-0.4614791870117188,3.73
-0.4885515868663788,3.87
-0.5520228743553162,3.33
-0.6256207227706909,2.4
-0.4974095821380615,2.67
-0.5536333918571472,2.77
-0.5785424113273621,2.23
-0.5959442257881165,2.23
-0.6047683358192444,2.07
-0.0,4.6
-0.5097987055778503,3.23
-0.5803619027137756,2.87
-0.631691038608551,2.17
-0.6902272701263428,1.77
-0.27017277479171753,4.43
-0.3706791698932648,4.37
-0.4089381396770477,4.5
-0.5035349130630493,3.63
-0.5976037383079529,1.9
-0.4039739668369293,4.6
-0.4162063598632813,4.47
-0.4474846124649048,4.33
-0.6181389689445496,1.6
-0.6993327736854553,1.23
-0.4643679857254028,4.07
-0.5345999598503113,3.4
-0.5644059181213379,2.93
-0.5918665528297424,2.83
-0.6171176433563232,2.13
-0.3515271842479706,4.55
-0.5259022712707521,3.7
-0.5793344378471375,3.2
-0.609996497631073,2.87
-0.6231804490089417,2.33
-0.34130072593688965,3.37
-0.4963489770889282,2.5
-0.5611940026283264,2.3
-0.6041427850723267,2.2
-0.6206072568893433,2.13
-0.3296186923980713,4.43
-0.4975734949111938,3.63
-0.5537714958190918,3.1
-0.5977180004119873,2.7
-0.6345407366752625,2.07
-0.5144662857055664,3.23
-0.5662548542022705,2.97
-0.6025503873825073,2.5
-0.6667210459709167,1.57
-0.679629921913147,1.37
-0.2855968773365021,4.03
-0.3558947741985321,3.73
-0.4537098705768585,3.06
-0.5719872713088989,2.5
-0.7060763239860535,1.4
-0.22187499701976776,4.53
-0.2822436988353729,4.47
-0.3479871451854706,3.97
-0.4433175325393677,3.43
-0.5891882181167603,2.77
-0.4249691665172577,3.8
-0.30550262331962585,4.07
-0.0,4.53
-0.29544711112976074,4.03
-0.3651229441165924,3.77
-0.2312822043895721,4.4
-0.2940261662006378,4.6
-0.4023234248161316,3.43
-0.5508027672767639,2.2
-0.6329751014709473,1.5
-0.2963795661926269,4.33
-0.4414500296115875,3.1
-0.4336430132389069,3.97
-0.5032367706298828,2.33
-0.4980219900608063,2.77
-0.41434985399246216,4.17
-0.4306643605232239,3.63
-0.4352465569972992,3.23
-0.4236909151077271,2.9
-0.5592191219329834,1.83
-0.3708914220333099,3.9
-0.3935301899909973,3.77
-0.41342735290527344,3.7
-0.4713671207427978,3.2
-0.6101787686347961,1.97
-0.4571650326251984,2.33
-0.5186551809310913,2.63
-0.5329857468605042,2.17
-0.6146511435508728,1.97
-0.6396433711051941,2.26
-0.5178549885749817,3.57
-0.5884774923324585,2.9
-0.6263914108276367,2.27
-0.6809643507003784,1.83
-0.7254302501678467,1.23
-0.5195075273513794,3.0
-0.467500388622284,3.83
-0.4001624882221222,4.13
-0.4220860302448273,3.23
-0.5484962463378906,2.43
-0.0,4.5
-0.31523972749710083,4.4
-0.494551032781601,2.5
-0.6078382730484009,1.73
-0.6976179480552673,1.37
-0.3928844928741455,3.7
-0.5209739208221436,2.8
-0.6230525970458984,1.67
-0.6655504107475281,1.43
-0.6930466890335083,1.5
-0.0,4.67
-0.3522310853004456,4.33
-0.4884825646877289,2.77
-0.5398374199867249,2.07
-0.5951536297798157,1.53
-0.4332243502140045,4.47
-0.6651071906089783,1.73
-0.7287883758544922,1.43
-0.7536659836769104,1.06
-0.7858807444572449,1.13
-0.3830673396587372,4.43
-0.4973583221435547,2.97
-0.546129584312439,1.5
-0.5530135035514832,1.8
-0.587385892868042,1.63
-0.3757125735282898,3.73
-0.40219807624816895,4.06
-0.4504720866680145,3.77
-0.5101259350776672,3.0
-0.6021370887756348,1.8
-0.5561060309410095,2.7
-0.6469842195510864,1.93
-0.6897309422492981,2.27
-0.7239313721656799,1.5
-0.6990248560905457,1.27
-0.0,4.53
-0.5928244590759277,2.7
-0.6284946203231812,1.97
-0.6940326690673828,1.7
-0.7328254580497742,1.5
-0.2388603538274765,4.73
-0.3407937288284302,4.63
-0.3920521140098572,4.63
-0.5155566334724426,3.6
-0.6524725556373596,1.7
-0.3983974456787109,4.1
-0.415513813495636,3.87
-0.4620579183101654,3.87
-0.6527507305145264,1.6
-0.7313740253448486,1.23
-0.4348739981651306,3.35
-0.49421042203903204,2.7
-0.5236560702323914,2.6
-0.5547669529914856,2.34
-0.5992628931999207,2.23
-0.3377917408943176,4.23
-0.4887265264987946,3.13
-0.5357745289802551,2.77
-0.5790766477584839,2.4
-0.608310341835022,2.06
-0.3204519748687744,3.73
-0.4897982180118561,3.0
-0.5387870073318481,2.73
-0.6000967621803284,2.13
-0.6116611957550049,2.0
-0.3589600324630737,4.1
-0.4981608092784882,2.77
-0.5539188385009766,2.6
-0.6066306233406067,2.17
-0.6519935727119446,1.6
-0.5184947252273561,3.2
-0.5748921036720276,2.27
-0.612981379032135,1.77
-0.6739802360534668,1.47
-0.6893904209136963,1.37
-0.2879489958286285,4.7
-0.3760432004928589,4.2
-0.5120229125022888,3.5
-0.6556490063667297,2.0
-0.7178429365158081,1.17
-0.2581373453140259,4.7
-0.3210373520851135,4.63
-0.3977533876895905,4.1
-0.4954373240470886,3.43
-0.6232733726501465,2.6
-0.4477776288986206,3.2
-0.313517689704895,4.3
-0.0,4.5
-0.3404149115085602,4.43
-0.4223920404911041,4.0
-0.253582775592804,4.43
-0.3028378486633301,4.5
-0.4170377254486084,3.5
-0.5331900715827942,1.93
-0.6255860328674316,1.37
-0.3777501285076141,3.3
-0.3965617120265961,2.97
-0.42806631326675415,2.97
-0.4644134044647217,2.65
-0.4636323153972626,2.83
-0.41040173172950745,3.73
-0.4153249561786652,2.93
-0.4131386876106262,3.43
-0.4208172559738159,3.1
-0.5461480021476746,1.53
-0.3833741247653961,3.97
-0.4153366684913635,3.5
-0.4322984218597412,3.6
-0.4960843026638031,2.83
-0.5788094997406006,2.07
-0.4568688571453095,2.8
-0.5413135886192322,2.27
-0.6012981534004211,2.0
-0.6435344219207764,2.0
-0.6584374308586121,1.6
-0.49216029047966,3.8
-0.5611332654953003,2.83
-0.5989336967468262,2.1
-0.6627575159072876,1.8
-0.7227504849433899,1.27
-0.5161856412887573,2.87
-0.4533417522907257,4.03
-0.3788127899169922,4.63
-0.3930753171443939,4.43
-0.5119165778160095,3.57
-0.0,4.8
-0.27557653188705444,4.4
-0.42924898862838745,3.0
-0.5706096291542053,2.0
-0.6845293641090393,1.47
-0.3376970887184143,4.27
-0.4577987194061279,3.2
-0.5951043367385864,1.83
-0.6479423642158508,1.53
-0.6812747120857239,1.33
-0.0,4.9
-0.3054156005382538,4.33
-0.4140937924385071,3.23
-0.4900668561458588,2.33
-0.5718132853507996,1.83
-0.4128662347793579,4.5
-0.6442607045173645,2.87
-0.6963683366775513,1.7
-0.7104040384292603,1.67
-0.7348039746284485,1.73
-0.3501493036746979,4.4
-0.4732236862182617,2.93
-0.5221601724624634,1.97
-0.5416911244392395,1.73
-0.5491060018539429,1.57
-0.465533196926117,3.77
-0.4832351803779602,3.8
-0.5190554857254028,3.27
-0.5797943472862244,2.8
-0.6310805678367615,2.07
-0.5475855469703674,2.87
-0.6133805513381958,2.63
-0.6366831660270691,2.03
-0.6533092856407166,1.9
-0.6736871004104614,2.33
-0.0,4.67
-0.5735495686531067,3.37
-0.6325397491455078,3.07
-0.6883702278137207,2.13
-0.7119128704071045,1.6
-0.22457429766654968,4.5
-0.2867112159729004,4.73
-0.3194290101528168,4.63
-0.4730256497859955,3.53
-0.6508505344390869,1.57
-0.3802559971809387,4.57
-0.39787018299102783,4.3
-0.4598603546619415,3.83
-0.6222343444824219,1.5
-0.7295807003974915,1.2
-0.4767079055309296,3.47
-0.5418965816497803,2.97
-0.5596261620521545,2.53
-0.5800312757492065,2.52
-0.6092967987060547,2.17
-0.35557684302330017,4.43
-0.5302929878234863,3.5
-0.5667073130607605,2.93
-0.5937786698341371,2.37
-0.6115659475326538,2.4
-0.35976654291152954,3.33
-0.5091770291328429,2.7
-0.5614790320396423,2.8
-0.5987129211425781,2.43
-0.6134146451950073,2.1
-0.28129449486732483,4.7
-0.4331032931804657,3.6
-0.5015422105789185,2.67
-0.5641756057739258,2.6
-0.6177110075950623,2.17
-0.4809577167034149,3.8
-0.5611283779144287,2.53
-0.6087798476219177,2.03
-0.6717883348464966,1.63
-0.6983482241630554,1.53
-0.3018314838409424,4.67
-0.3782130479812622,4.27
-0.4863840639591217,3.73
-0.606849730014801,2.53
-0.7118977904319763,1.63
-0.2579854428768158,4.63
-0.32440105080604553,4.67
-0.4129382371902466,4.47
-0.5268923044204712,3.7
-0.6662542223930359,2.47
-0.3886140584945679,4.4
-0.3055409789085388,4.5
-0.0,4.8
-0.3457688689231873,4.53
-0.4350406527519226,4.13
-0.2904728055000305,4.7
-0.3572717010974884,4.43
-0.39433398842811584,4.17
-0.5375906825065613,1.87
-0.6241464614868164,1.35
-0.3422124683856964,4.57
-0.3942879438400269,4.4
-0.4833841323852539,3.5
-0.4991427659988403,3.97
-0.4946981072425842,3.6
-0.3804787397384644,4.07
-0.38738203048706055,3.5
-0.3963853716850281,3.13
-0.3931184709072113,2.93
-0.5442320704460144,1.63
-0.4671515822410584,2.63
-0.4991547167301178,2.93
-0.5333181619644165,2.5
-0.588185727596283,2.13
-0.6246980428695679,1.6
-0.4527364075183869,2.83
-0.489302933216095,2.8
-0.5502058267593384,2.27
-0.5649686455726624,2.03
-0.6031979322433472,2.17
-0.4795722663402557,4.1
-0.5590516924858093,2.8
-0.6073290705680847,2.47
-0.684445858001709,1.6
-0.7343164086341858,1.3
-0.5299458503723145,3.87
-0.4746851027011871,4.0
-0.3998620808124542,4.43
-0.4254055619239807,4.53
-0.5522389411926271,3.7
-0.0,4.73
-0.3509432375431061,3.77
-0.5412815213203429,1.93
-0.6616454124450684,1.4
-0.7474855184555054,1.2
-0.4381694197654724,3.1
-0.5714372992515564,2.13
-0.6806926131248474,1.37
-0.7214668989181519,1.57
-0.7440087795257568,1.07
-0.0,4.5
-0.4059675633907318,3.67
-0.5515992045402527,2.13
-0.6243192553520203,1.67
