hq_name,dist_name,mos
A0001.bmp,A0001_04_08.bmp,0.647024058
A0001.bmp,A0001_04_09.bmp,0.532960103
A0001.bmp,A0001_04_10.bmp,0.403545741
A0001.bmp,A0001_04_11.bmp,0.575935958
A0001.bmp,A0001_04_12.bmp,0.711724495
A0001.bmp,A0001_05_00.bmp,0.573958741
A0001.bmp,A0001_05_01.bmp,0.339266942
A0001.bmp,A0001_05_02.bmp,0.407302191
A0001.bmp,A0001_05_03.bmp,0.193970229
A0001.bmp,A0001_05_04.bmp,0.553733063
A0001.bmp,A0001_05_05.bmp,0.354309171
A0001.bmp,A0001_05_06.bmp,0.495957127
A0001.bmp,A0001_05_07.bmp,0.284809937
A0001.bmp,A0001_05_08.bmp,0.42829576
A0001.bmp,A0001_05_09.bmp,0.418304484
A0001.bmp,A0001_05_10.bmp,0.593858836
A0001.bmp,A0001_05_11.bmp,0.574363409
A0001.bmp,A0001_05_12.bmp,0.624592286
A0001.bmp,A0001_05_13.bmp,0.425956191
A0001.bmp,A0001_06_00.bmp,0.666857361
A0001.bmp,A0001_06_01.bmp,0.518383134
A0001.bmp,A0001_06_02.bmp,0.564556627
A0001.bmp,A0001_06_03.bmp,0.59535948
A0001.bmp,A0001_06_04.bmp,0.356058163
A0001.bmp,A0001_06_05.bmp,0.565760624
A0001.bmp,A0001_06_06.bmp,0.29413884
A0001.bmp,A0001_06_07.bmp,0.395913723
A0001.bmp,A0001_06_08.bmp,0.623930676
A0001.bmp,A0001_06_09.bmp,0.418297522
A0001.bmp,A0001_06_10.bmp,0.342674421
A0001.bmp,A0001_06_11.bmp,0.540167546
A0001.bmp,A0001_06_12.bmp,0.523367295
A0001.bmp,A0001_06_13.bmp,0.480633588
A0001.bmp,A0001_06_14.bmp,0.452832676
A0001.bmp,A0001_06_15.bmp,0.283936963
A0001.bmp,A0001_06_16.bmp,0.713405608
A0001.bmp,A0001_06_17.bmp,0.665315815
A0001.bmp,A0001_06_18.bmp,0.708812952
A0001.bmp,A0001_06_19.bmp,0.710502767
A0001.bmp,A0001_06_20.bmp,0.670696486
A0001.bmp,A0001_06_21.bmp,0.627265923
A0001.bmp,A0001_06_22.bmp,0.685580981
A0001.bmp,A0001_06_23.bmp,0.694255672
A0001.bmp,A0001_06_24.bmp,0.638568672
A0001.bmp,A0001_06_25.bmp,0.509810916
A0001.bmp,A0001_06_26.bmp,0.411340931
A0002.bmp,A0002_00_00.bmp,0.597998851
A0002.bmp,A0002_00_01.bmp,0.408291235
A0002.bmp,A0002_00_02.bmp,0.740568733
A0002.bmp,A0002_00_03.bmp,0.595938308
A0002.bmp,A0002_00_04.bmp,0.408586142
A0002.bmp,A0002_00_05.bmp,0.786306991
A0002.bmp,A0002_00_06.bmp,0.67701888
A0002.bmp,A0002_00_07.bmp,0.488919166
A0002.bmp,A0002_00_08.bmp,0.809473257
A0002.bmp,A0002_00_09.bmp,0.654923788
A0002.bmp,A0002_00_10.bmp,0.553159565
A0002.bmp,A0002_00_11.bmp,0.479458854
A0002.bmp,A0002_01_00.bmp,0.794971891
A0002.bmp,A0002_01_01.bmp,0.642063829
A0002.bmp,A0002_01_02.bmp,0.505162672
A0002.bmp,A0002_01_03.bmp,0.771508868
A0002.bmp,A0002_01_04.bmp,0.559212399
A0002.bmp,A0002_01_05.bmp,0.445752617
A0002.bmp,A0002_01_06.bmp,0.691101981
A0002.bmp,A0002_01_07.bmp,0.727204571
A0002.bmp,A0002_01_08.bmp,0.454474845
A0002.bmp,A0002_01_09.bmp,0.654812286
A0002.bmp,A0002_01_10.bmp,0.774890566
A0002.bmp,A0002_01_11.bmp,0.585813883
A0002.bmp,A0002_01_12.bmp,0.712740625
A0002.bmp,A0002_01_13.bmp,0.677398855
A0002.bmp,A0002_01_14.bmp,0.683091729
A0002.bmp,A0002_01_15.bmp,0.267444347
A0002.bmp,A0002_02_00.bmp,0.663002136
A0002.bmp,A0002_02_01.bmp,0.694506958
A0002.bmp,A0002_02_02.bmp,0.732665087
A0002.bmp,A0002_02_03.bmp,0.803995444
A0002.bmp,A0002_02_04.bmp,0.636960334
A0002.bmp,A0002_02_05.bmp,0.392595554
A0002.bmp,A0002_02_06.bmp,0.503432172
A0002.bmp,A0002_02_07.bmp,0.596922891
A0002.bmp,A0002_02_08.bmp,0.747707751
A0002.bmp,A0002_02_09.bmp,0.68882507
A0002.bmp,A0002_03_00.bmp,0.625345164
A0002.bmp,A0002_03_01.bmp,0.644868222
A0002.bmp,A0002_03_02.bmp,0.471651154
A0002.bmp,A0002_03_03.bmp,0.605741717
A0002.bmp,A0002_03_04.bmp,0.523329874
A0002.bmp,A0002_03_05.bmp,0.542631452
A0002.bmp,A0002_03_06.bmp,0.519493034
A0002.bmp,A0002_03_07.bmp,0.674337628
A0002.bmp,A0002_03_08.bmp,0.6141153
A0002.bmp,A0002_03_09.bmp,0.658642056
A0002.bmp,A0002_03_10.bmp,0.585302065
A0002.bmp,A0002_03_11.bmp,0.591357835
A0002.bmp,A0002_03_12.bmp,0.701076504
A0002.bmp,A0002_03_13.bmp,0.628078849
A0002.bmp,A0002_03_14.bmp,0.715847105
A0002.bmp,A0002_03_15.bmp,0.638437155
A0002.bmp,A0002_03_16.bmp,0.590376624
A0002.bmp,A0002_03_17.bmp,0.683902479
A0002.bmp,A0002_03_18.bmp,0.616949499
A0002.bmp,A0002_03_19.bmp,0.715190172
A0002.bmp,A0002_03_20.bmp,0.566356095
A0002.bmp,A0002_03_21.bmp,0.332236487
A0002.bmp,A0002_03_22.bmp,0.584120152
A0002.bmp,A0002_03_23.bmp,0.507435666
A0002.bmp,A0002_04_00.bmp,0.720051084
A0002.bmp,A0002_04_01.bmp,0.660651472
A0002.bmp,A0002_04_02.bmp,0.690641834
A0002.bmp,A0002_04_03.bmp,0.781484697
A0002.bmp,A0002_04_04.bmp,0.662150593
A0002.bmp,A0002_04_05.bmp,0.679601576
A0002.bmp,A0002_04_06.bmp,0.639059495
A0002.bmp,A0002_04_07.bmp,0.50510034
A0002.bmp,A0002_04_08.bmp,0.677543317
A0002.bmp,A0002_04_09.bmp,0.603283468
A0002.bmp,A0002_04_10.bmp,0.620172376
A0002.bmp,A0002_04_11.bmp,0.713258426
A0002.bmp,A0002_04_12.bmp,0.700250307
A0002.bmp,A0002_05_00.bmp,0.657049383
A0002.bmp,A0002_05_01.bmp,0.403865776
A0002.bmp,A0002_05_02.bmp,0.480240777
A0002.bmp,A0002_05_03.bmp,0.149483613
A0002.bmp,A0002_05_04.bmp,0.694594309
A0002.bmp,A0002_05_05.bmp,0.659979092
A0002.bmp,A0002_05_06.bmp,0.426162224
A0002.bmp,A0002_05_07.bmp,0.469738989
A0002.bmp,A0002_05_08.bmp,0.348386223
A0002.bmp,A0002_05_09.bmp,0.454801517
A0002.bmp,A0002_05_10.bmp,0.577591507
A0002.bmp,A0002_05_11.bmp,0.403837711
A0002.bmp,A0002_05_12.bmp,0.444621614
A0002.bmp,A0002_05_13.bmp,0.229334734
A0002.bmp,A0002_06_00.bmp,0.282489078
A0002.bmp,A0002_06_01.bmp,0.248193679
A0002.bmp,A0002_06_02.bmp,0.470684955
A0002.bmp,A0002_06_03.bmp,0.485689763
A0002.bmp,A0002_06_04.bmp,0.559810372
A0002.bmp,A0002_06_05.bmp,0.605247087
A0002.bmp,A0002_06_06.bmp,0.480786971
A0002.bmp,A0002_06_07.bmp,0.550807922
A0002.bmp,A0002_06_08.bmp,0.706108856
A0002.bmp,A0002_06_09.bmp,0.611960007
A0002.bmp,A0002_06_10.bmp,0.520220892
A0002.bmp,A0002_06_11.bmp,0.575539013
A0002.bmp,A0002_06_12.bmp,0.35651472
A0002.bmp,A0002_06_13.bmp,0.3340105
A0002.bmp,A0002_06_14.bmp,0.476654135
A0002.bmp,A0002_06_15.bmp,0.225849912
A0002.bmp,A0002_06_16.bmp,0.610491889
A0002.bmp,A0002_06_17.bmp,0.646172841
A0002.bmp,A0002_06_18.bmp,0.590196808
A0002.bmp,A0002_06_19.bmp,0.684056514
A0002.bmp,A0002_06_20.bmp,0.723606832
A0002.bmp,A0002_06_21.bmp,0.830541668
A0002.bmp,A0002_06_22.bmp,0.741583449
A0002.bmp,A0002_06_23.bmp,0.795284638
A0002.bmp,A0002_06_24.bmp,0.771342758
A0002.bmp,A0002_06_25.bmp,0.557330366
A0002.bmp,A0002_06_26.bmp,0.43207636
A0003.bmp,A0003_00_00.bmp,0.617035437
A0003.bmp,A0003_00_01.bmp,0.470571604
A0003.bmp,A0003_00_02.bmp,0.710616118
A0003.bmp,A0003_00_03.bmp,0.586896261
A0003.bmp,A0003_00_04.bmp,0.446827381
A0003.bmp,A0003_00_05.bmp,0.781184459
A0003.bmp,A0003_00_06.bmp,0.648019302
A0003.bmp,A0003_00_07.bmp,0.457639523
A0003.bmp,A0003_00_08.bmp,0.570240473
A0003.bmp,A0003_00_09.bmp,0.643301982
A0003.bmp,A0003_00_10.bmp,0.510617423
A0003.bmp,A0003_00_11.bmp,0.509259827
A0003.bmp,A0003_01_00.bmp,0.617964324
A0003.bmp,A0003_01_01.bmp,0.582475372
A0003.bmp,A0003_01_02.bmp,0.374684315
A0003.bmp,A0003_01_03.bmp,0.668963049
A0003.bmp,A0003_01_04.bmp,0.613529402
A0003.bmp,A0003_01_05.bmp,0.496772228
A0003.bmp,A0003_01_06.bmp,0.595961478
A0003.bmp,A0003_01_07.bmp,0.64798471
A0003.bmp,A0003_01_08.bmp,0.436250859
A0003.bmp,A0003_01_09.bmp,0.601549596
A0003.bmp,A0003_01_10.bmp,0.594385231
A0003.bmp,A0003_01_11.bmp,0.704614086
A0003.bmp,A0003_01_12.bmp,0.673991267
A0003.bmp,A0003_01_13.bmp,0.668752012
A0003.bmp,A0003_01_14.bmp,0.643942163
A0003.bmp,A0003_01_15.bmp,0.318370624
A0003.bmp,A0003_02_00.bmp,0.657225718
A0003.bmp,A0003_02_01.bmp,0.547821537
A0003.bmp,A0003_02_02.bmp,0.634275492
A0003.bmp,A0003_02_03.bmp,0.636666732
A0003.bmp,A0003_02_04.bmp,0.680478466
A0003.bmp,A0003_02_05.bmp,0.550858397
A0003.bmp,A0003_02_06.bmp,0.633496723
A0003.bmp,A0003_02_07.bmp,0.653552811
A0003.bmp,A0003_02_08.bmp,0.674063063
A0003.bmp,A0003_02_09.bmp,0.653052415
A0003.bmp,A0003_03_00.bmp,0.450379431
A0003.bmp,A0003_03_01.bmp,0.645934283
A0003.bmp,A0003_03_02.bmp,0.603547046
A0003.bmp,A0003_03_03.bmp,0.680066509
A0003.bmp,A0003_03_04.bmp,0.625191673
A0003.bmp,A0003_03_05.bmp,0.635382455
A0003.bmp,A0003_03_06.bmp,0.673975167
A0003.bmp,A0003_03_07.bmp,0.512226305
A0003.bmp,A0003_03_08.bmp,0.600511818
A0003.bmp,A0003_03_09.bmp,0.592107559
A0003.bmp,A0003_03_10.bmp,0.714868505
A0003.bmp,A0003_03_11.bmp,0.646942146
A0003.bmp,A0003_03_12.bmp,0.553591646
A0003.bmp,A0003_03_13.bmp,0.610323495
A0003.bmp,A0003_03_14.bmp,0.573107524
A0003.bmp,A0003_03_15.bmp,0.6311862
A0003.bmp,A0003_03_16.bmp,0.633338881
A0003.bmp,A0003_03_17.bmp,0.523014189
A0003.bmp,A0003_03_18.bmp,0.663164983
A0003.bmp,A0003_03_19.bmp,0.636359315
A0003.bmp,A0003_03_20.bmp,0.384659818
A0003.bmp,A0003_03_21.bmp,0.320749354
A0003.bmp,A0003_03_22.bmp,0.381122562
A0003.bmp,A0003_03_23.bmp,0.328401496
A0003.bmp,A0003_04_00.bmp,0.669298206
A0003.bmp,A0003_04_01.bmp,0.49799896
A0003.bmp,A0003_04_02.bmp,0.682633105
A0003.bmp,A0003_04_03.bmp,0.628163808
A0003.bmp,A0003_04_04.bmp,0.592773086
A0003.bmp,A0003_04_05.bmp,0.70771752
A0003.bmp,A0003_04_06.bmp,0.539416625
A0003.bmp,A0003_04_07.bmp,0.430986259
A0003.bmp,A0003_04_08.bmp,0.699854885
A0003.bmp,A0003_04_09.bmp,0.638390814
A0003.bmp,A0003_04_10.bmp,0.491411356
A0003.bmp,A0003_04_11.bmp,0.637220105
A0003.bmp,A0003_04_12.bmp,0.700684455
A0003.bmp,A0003_05_00.bmp,0.545565513
A0003.bmp,A0003_05_01.bmp,0.51703424
A0003.bmp,A0003_05_02.bmp,0.446039366
A0003.bmp,A0003_05_03.bmp,0.33422121
A0003.bmp,A0003_05_04.bmp,0.594032452
A0003.bmp,A0003_05_05.bmp,0.492559873
A0003.bmp,A0003_05_06.bmp,0.584598356
A0003.bmp,A0003_05_07.bmp,0.520677993
A0003.bmp,A0003_05_08.bmp,0.497861895
A0003.bmp,A0003_05_09.bmp,0.653059377
A0003.bmp,A0003_05_10.bmp,0.595809619
A0003.bmp,A0003_05_11.bmp,0.632626905
A0003.bmp,A0003_05_12.bmp,0.648324217
A0003.bmp,A0003_05_13.bmp,0.425759732
A0003.bmp,A0003_06_00.bmp,0.538163133
A0003.bmp,A0003_06_01.bmp,0.556422473
A0003.bmp,A0003_06_02.bmp,0.623146903
A0003.bmp,A0003_06_03.bmp,0.512188775
A0003.bmp,A0003_06_04.bmp,0.598716158
A0003.bmp,A0003_06_05.bmp,0.583699928
A0003.bmp,A0003_06_06.bmp,0.70239483
A0003.bmp,A0003_06_07.bmp,0.62003183
A0003.bmp,A0003_06_08.bmp,0.622133601
A0003.bmp,A0003_06_09.bmp,0.601717772
A0003.bmp,A0003_06_10.bmp,0.407804437
A0003.bmp,A0003_06_11.bmp,0.505344773
A0003.bmp,A0003_06_12.bmp,0.588470659
A0003.bmp,A0003_06_13.bmp,0.43199695
A0003.bmp,A0003_06_14.bmp,0.466333142
A0003.bmp,A0003_06_15.bmp,0.448689506
A0003.bmp,A0003_06_16.bmp,0.666735417
A0003.bmp,A0003_06_17.bmp,0.648804598
A0003.bmp,A0003_06_18.bmp,0.697176135
A0003.bmp,A0003_06_19.bmp,0.196617106
A0003.bmp,A0003_06_20.bmp,0.128272481
A0003.bmp,A0003_06_21.bmp,0.319745842
A0003.bmp,A0003_06_22.bmp,0.381214048
A0003.bmp,A0003_06_23.bmp,0.705884765
A0003.bmp,A0003_06_24.bmp,0.5883027
A0003.bmp,A0003_06_25.bmp,0.58070223
A0003.bmp,A0003_06_26.bmp,0.574160205
A0006.bmp,A0006_00_00.bmp,0.740513254
A0006.bmp,A0006_00_01.bmp,0.550383129
A0006.bmp,A0006_00_02.bmp,0.66351167
A0006.bmp,A0006_00_03.bmp,0.511866673
A0006.bmp,A0006_00_04.bmp,0.562948616
A0006.bmp,A0006_00_05.bmp,0.686247487
A0006.bmp,A0006_00_06.bmp,0.676630965
A0006.bmp,A0006_00_07.bmp,0.514841309
A0006.bmp,A0006_00_08.bmp,0.60455393
A0006.bmp,A0006_00_09.bmp,0.61096596
A0006.bmp,A0006_00_10.bmp,0.586968819
A0006.bmp,A0006_00_11.bmp,0.634299968
A0006.bmp,A0006_01_00.bmp,0.670858027
A0006.bmp,A0006_01_01.bmp,0.67688943
A0006.bmp,A0006_01_02.bmp,0.56862452
A0006.bmp,A0006_01_03.bmp,0.63490697
A0006.bmp,A0006_01_04.bmp,0.645219913
A0006.bmp,A0006_01_05.bmp,0.576103264
A0006.bmp,A0006_01_06.bmp,0.732398137
A0006.bmp,A0006_01_07.bmp,0.757245516
A0006.bmp,A0006_01_08.bmp,0.567340787
A0006.bmp,A0006_01_09.bmp,0.667018032
A0006.bmp,A0006_01_10.bmp,0.693960329
A0006.bmp,A0006_01_11.bmp,0.620998682
A0006.bmp,A0006_01_12.bmp,0.745794825
A0006.bmp,A0006_01_13.bmp,0.704020573
A0006.bmp,A0006_01_14.bmp,0.629256303
A0006.bmp,A0006_01_15.bmp,0.339183941
A0006.bmp,A0006_02_00.bmp,0.708728646
A0006.bmp,A0006_02_01.bmp,0.638904372
A0006.bmp,A0006_02_02.bmp,0.612660127
A0006.bmp,A0006_02_03.bmp,0.738090794
A0006.bmp,A0006_02_04.bmp,0.757420546
A0006.bmp,A0006_02_05.bmp,0.602336196
A0006.bmp,A0006_02_06.bmp,0.634423
A0006.bmp,A0006_02_07.bmp,0.635059047
A0006.bmp,A0006_02_08.bmp,0.629528148
A0006.bmp,A0006_02_09.bmp,0.720409737
A0006.bmp,A0006_03_00.bmp,0.569159835
A0006.bmp,A0006_03_01.bmp,0.643850351
A0006.bmp,A0006_03_02.bmp,0.582876885
A0006.bmp,A0006_03_03.bmp,0.71682081
A0006.bmp,A0006_03_04.bmp,0.686392493
A0006.bmp,A0006_03_05.bmp,0.740920206
A0006.bmp,A0006_03_06.bmp,0.692280522
A0006.bmp,A0006_03_07.bmp,0.581027487
A0006.bmp,A0006_03_08.bmp,0.608919558
A0006.bmp,A0006_03_09.bmp,0.687603778
A0006.bmp,A0006_03_10.bmp,0.68889295
A0006.bmp,A0006_03_11.bmp,0.651596807
A0006.bmp,A0006_03_12.bmp,0.595212951
A0006.bmp,A0006_03_13.bmp,0.679553603
A0006.bmp,A0006_03_14.bmp,0.778418357
A0006.bmp,A0006_03_15.bmp,0.63311044
A0006.bmp,A0006_03_16.bmp,0.619804693
A0006.bmp,A0006_03_17.bmp,0.587079559
A0006.bmp,A0006_03_18.bmp,0.624488073
A0006.bmp,A0006_03_19.bmp,0.675005004
A0006.bmp,A0006_03_20.bmp,0.339208961
A0006.bmp,A0006_03_21.bmp,0.18971001
A0006.bmp,A0006_03_22.bmp,0.340146768
A0006.bmp,A0006_03_23.bmp,0.274478283
A0006.bmp,A0006_04_00.bmp,0.676456479
A0006.bmp,A0006_04_01.bmp,0.538202948
A0006.bmp,A0006_04_02.bmp,0.682613416
A0006.bmp,A0006_04_03.bmp,0.614980767
A0006.bmp,A0006_04_04.bmp,0.528727188
A0006.bmp,A0006_04_05.bmp,0.617783202
A0006.bmp,A0006_04_06.bmp,0.447281436
A0006.bmp,A0006_04_07.bmp,0.377147025
A0006.bmp,A0006_04_08.bmp,0.651573745
A0006.bmp,A0006_04_09.bmp,0.525049278
A0006.bmp,A0006_04_10.bmp,0.467117349
A0006.bmp,A0006_04_11.bmp,0.647061479
A0006.bmp,A0006_04_12.bmp,0.595142678
A0006.bmp,A0006_05_00.bmp,0.501806973
A0006.bmp,A0006_05_01.bmp,0.41224643
A0006.bmp,A0006_05_02.bmp,0.402619682
A0006.bmp,A0006_05_03.bmp,0.202460534
A0006.bmp,A0006_05_04.bmp,0.654683271
A0006.bmp,A0006_05_05.bmp,0.491574746
A0006.bmp,A0006_05_06.bmp,0.530992133
A0006.bmp,A0006_05_07.bmp,0.268007184
A0006.bmp,A0006_05_08.bmp,0.33442387
A0006.bmp,A0006_05_09.bmp,0.478444682
A0006.bmp,A0006_05_10.bmp,0.58263267
A0006.bmp,A0006_05_11.bmp,0.629077792
A0006.bmp,A0006_05_12.bmp,0.573316494
A0006.bmp,A0006_05_13.bmp,0.594560805
A0006.bmp,A0006_06_00.bmp,0.50638081
A0006.bmp,A0006_06_01.bmp,0.549090585
A0006.bmp,A0006_06_02.bmp,0.451326811
A0006.bmp,A0006_06_03.bmp,0.511264022
A0006.bmp,A0006_06_04.bmp,0.5077916
A0006.bmp,A0006_06_05.bmp,0.548372734
A0006.bmp,A0006_06_06.bmp,0.277811573
A0006.bmp,A0006_06_07.bmp,0.40786666
A0006.bmp,A0006_06_08.bmp,0.573291039
A0006.bmp,A0006_06_09.bmp,0.521174364
A0006.bmp,A0006_06_10.bmp,0.352472718
A0006.bmp,A0006_06_11.bmp,0.524125069
A0006.bmp,A0006_06_12.bmp,0.517654731
A0006.bmp,A0006_06_13.bmp,0.489158704
A0006.bmp,A0006_06_14.bmp,0.586005992
A0006.bmp,A0006_06_15.bmp,0.444716471
A0006.bmp,A0006_06_16.bmp,0.664949329
A0006.bmp,A0006_06_17.bmp,0.607072662
A0006.bmp,A0006_06_18.bmp,0.669302448
A0006.bmp,A0006_06_19.bmp,0.515433408
A0006.bmp,A0006_06_20.bmp,0.493752556
A0006.bmp,A0006_06_21.bmp,0.539408467
A0006.bmp,A0006_06_22.bmp,0.597896596
A0006.bmp,A0006_06_23.bmp,0.742277259
A0006.bmp,A0006_06_24.bmp,0.694053555
A0006.bmp,A0006_06_25.bmp,0.704053751
A0006.bmp,A0006_06_26.bmp,0.50507358
A0007.bmp,A0007_00_00.bmp,0.583954803
A0007.bmp,A0007_00_01.bmp,0.496322742
A0007.bmp,A0007_00_02.bmp,0.741838107
A0007.bmp,A0007_00_03.bmp,0.604583301
A0007.bmp,A0007_00_04.bmp,0.486127827
A0007.bmp,A0007_00_05.bmp,0.765923579
A0007.bmp,A0007_00_06.bmp,0.663166723
A0007.bmp,A0007_00_07.bmp,0.601601593
A0007.bmp,A0007_00_08.bmp,0.614523014
A0007.bmp,A0007_00_09.bmp,0.586729608
A0007.bmp,A0007_00_10.bmp,0.561615822
A0007.bmp,A0007_00_11.bmp,0.642335348
A0007.bmp,A0007_01_00.bmp,0.691259062
A0007.bmp,A0007_01_01.bmp,0.646691512
A0007.bmp,A0007_01_02.bmp,0.470127449
A0007.bmp,A0007_01_03.bmp,0.571593065
A0007.bmp,A0007_01_04.bmp,0.65487179
A0007.bmp,A0007_01_05.bmp,0.538100258
A0007.bmp,A0007_01_06.bmp,0.655544822
A0007.bmp,A0007_01_07.bmp,0.582520625
A0007.bmp,A0007_01_08.bmp,0.515081826
A0007.bmp,A0007_01_09.bmp,0.711267503
A0007.bmp,A0007_01_10.bmp,0.656648413
A0007.bmp,A0007_01_11.bmp,0.527642199
A0007.bmp,A0007_01_12.bmp,0.730753466
A0007.bmp,A0007_01_13.bmp,0.645099709
A0007.bmp,A0007_01_14.bmp,0.509606188
A0007.bmp,A0007_01_15.bmp,0.22546167
A0007.bmp,A0007_02_00.bmp,0.560170657
A0007.bmp,A0007_02_01.bmp,0.664683684
A0007.bmp,A0007_02_02.bmp,0.720590097
A0007.bmp,A0007_02_03.bmp,0.716406678
A0007.bmp,A0007_02_04.bmp,0.773869867
A0007.bmp,A0007_02_05.bmp,0.445439
A0007.bmp,A0007_02_06.bmp,0.503449251
A0007.bmp,A0007_02_07.bmp,0.582202982
A0007.bmp,A0007_02_08.bmp,0.580267864
A0007.bmp,A0007_02_09.bmp,0.639914737
A0007.bmp,A0007_03_00.bmp,0.606118755
A0007.bmp,A0007_03_01.bmp,0.705108281
A0007.bmp,A0007_03_02.bmp,0.573658286
A0007.bmp,A0007_03_03.bmp,0.572844164
A0007.bmp,A0007_03_04.bmp,0.623087944
A0007.bmp,A0007_03_05.bmp,0.502792862
A0007.bmp,A0007_03_06.bmp,0.77418925
A0007.bmp,A0007_03_07.bmp,0.52668133
A0007.bmp,A0007_03_08.bmp,0.605766302
A0007.bmp,A0007_03_09.bmp,0.604477347
A0007.bmp,A0007_03_10.bmp,0.620464563
A0007.bmp,A0007_03_11.bmp,0.683827311
A0007.bmp,A0007_03_12.bmp,0.647398267
A0007.bmp,A0007_03_13.bmp,0.752158447
A0007.bmp,A0007_03_14.bmp,0.560395617
A0007.bmp,A0007_03_15.bmp,0.620853676
A0007.bmp,A0007_03_16.bmp,0.511592543
A0007.bmp,A0007_03_17.bmp,0.764462531
A0007.bmp,A0007_03_18.bmp,0.788134524
A0007.bmp,A0007_03_19.bmp,0.705472591
A0007.bmp,A0007_03_20.bmp,0.557811942
A0007.bmp,A0007_03_21.bmp,0.554629098
A0007.bmp,A0007_03_22.bmp,0.516862583
A0007.bmp,A0007_03_23.bmp,0.438332942
A0007.bmp,A0007_04_00.bmp,0.712275801
A0007.bmp,A0007_04_01.bmp,0.5436478
A0007.bmp,A0007_04_02.bmp,0.672538487
A0007.bmp,A0007_04_03.bmp,0.537834504
A0007.bmp,A0007_04_04.bmp,0.479209962
A0007.bmp,A0007_04_05.bmp,0.609064455
A0007.bmp,A0007_04_06.bmp,0.507568271
A0007.bmp,A0007_04_07.bmp,0.339722411
A0007.bmp,A0007_04_08.bmp,0.671218312
A0007.bmp,A0007_04_09.bmp,0.513304006
A0007.bmp,A0007_04_10.bmp,0.423661876
